user_input,action,product,quantity
Drop the shorts completely.,add,shorts,3
Get rid of 5 socks from my order.,add,jeans,3
I don’t want the jeans anymore.,add,water,4
Get rid of 2 bananas from my order.,add,hat,2
Drop the bottle completely.,add,bananas,-2
"Nix 1 blender, please.",add,bottle,5
"I changed my mind about those blanket, take 2 out.",add,bread,4
Let’s drop 6 milk.,remove,pan,6
Can you take out 6 bananas?,remove,mug,3
Could you toss 10 sweater into the cart?,add,plate,2
I don’t need 3 cheese anymore.,add,toaster,4
Could you toss 4 sweater into the cart?,remove,milk,1
"Nix 6 backpack, please.",remove,plate,1
Forget about the eggs.,remove,hat,4
Get rid of 5 shoes from my order.,add,bottle,2
Include 3 t-shirt with my order.,remove,sweater,-5
Eliminate the pillow from my cart.,remove,eggs,5
Forget about the knife.,remove,bananas,5
"Nix 10 jeans, please.",add,shoes,-1
Can you take out 1 bread?,remove,bananas,0
Please pull out 5 blender.,remove,hat,5
Can you take out 4 jacket?,remove,blanket,4
Remove 10 mug from the basket.,add,eggs,3
I need 3 more backpack.,add,jacket,5
Scratch the sweater.,add,jacket,2
Get rid of 3 jacket from my order.,remove,shoes,8
I want the blender gone.,add,hat,3
Let’s add 10 blanket to the basket.,remove,bananas,7
Get rid of 6 yogurt from my order.,add,milk,6
Please pull out 2 t-shirt.,remove,eggs,3
Wipe out the bananas.,add,lamp,2
Let’s add 5 toaster to the basket.,remove,apples,5
I'd like to get 10 bananas.,add,toaster,7
Get rid of 10 knife from my order.,remove,yogurt,0
"Nix 5 toaster, please.",add,apples,4
Remove 10 toaster from the basket.,add,blanket,0
I'd like to get 6 milk.,add,blanket,9
I need 4 more socks.,remove,blender,3
Let’s add 10 jacket to the basket.,remove,knife,5
"Grab me 5 t-shirt, please.",remove,plate,3
"Grab me 1 blender, please.",add,bananas,-1
Please pull out 10 knife.,remove,pan,5
I need 10 more milk.,add,scarf,8
Get rid of 6 yogurt from my order.,add,bananas,3
I don’t need 4 plate anymore.,add,pillow,8
Drop the toaster completely.,add,milk,-1
I'd like to get 6 t-shirt.,add,oranges,1
Throw in 1 shorts for me.,add,plate,10
Include 10 scarf with my order.,add,yogurt,5
Get rid of 2 hat from my order.,remove,bananas,0
"I changed my mind about those chocolate, take 6 out.",add,shorts,5
Remove 1 blender from the basket.,remove,lamp,-2
Scratch the milk.,remove,cheese,-1
"Grab me 4 bread, please.",remove,blender,1
Can you take out 6 hat?,remove,jacket,1
Include 5 pillow with my order.,add,sweater,3
I don’t want the scarf anymore.,remove,toaster,8
I need 3 more backpack.,remove,shorts,4
Throw in 1 jacket for me.,add,knife,5
"Grab me 3 socks, please.",remove,backpack,3
I need 4 more pan.,add,shorts,-1
"Nix 4 mug, please.",add,pillow,4
Can you take out 1 bananas?,add,plate,1
I'd like to get 6 scarf.,remove,yogurt,1
"Nix 3 cheese, please.",add,sweater,7
Forget about the sweater.,add,jacket,3
Can you take out 1 bananas?,remove,jeans,2
Let’s add 1 bananas to the basket.,remove,blanket,0
I want the oranges gone.,add,backpack,7
Include 1 sweater with my order.,add,chocolate,9
Please pull out 5 jeans.,add,mug,1
Could you toss 4 lamp into the cart?,remove,apples,2
Let’s drop 10 bananas.,remove,sweater,6
"Grab me 3 t-shirt, please.",add,knife,2
Wipe out the backpack.,remove,t-shirt,7
"I changed my mind about those plate, take 5 out.",add,sweater,4
Please pull out 3 t-shirt.,remove,apples,2
Include 6 pan with my order.,add,scarf,5
Let’s add 3 shorts to the basket.,remove,apples,8
Please pull out 6 plate.,remove,lamp,1
Cancel the sweater.,remove,mug,1
I don’t need 6 bottle anymore.,remove,milk,7
Get rid of 4 blanket from my order.,remove,jacket,3
I need 6 more shoes.,add,bottle,0
Let’s drop 1 shoes.,add,pan,4
I don’t want the shorts anymore.,add,toaster,0
"Nix 3 pan, please.",add,t-shirt,1
Pop 1 t-shirt into my shopping bag.,remove,shoes,11
Could you toss 1 blender into the cart?,add,blanket,-1
I don’t want the backpack anymore.,remove,shorts,5
I'd like to get 2 lamp.,add,socks,5
Forget about the milk.,remove,pan,4
"Grab me 10 mug, please.",remove,mug,9
I need 10 more scarf.,add,cheese,10
Can you take out 1 t-shirt?,add,blender,1
I don’t need 5 blanket anymore.,remove,jeans,5
Drop the blanket completely.,add,scarf,4
Remove 2 bananas from the basket.,add,scarf,3
Please pull out 4 plate.,add,socks,7
Scratch the sweater.,remove,apples,0
Remove 3 jeans from the basket.,remove,shorts,1
Drop the pan completely.,remove,milk,6
I need 4 more water.,remove,jacket,4
Remove 5 water from the basket.,add,scarf,4
I don’t need 6 t-shirt anymore.,add,scarf,1
Let’s drop 10 blanket.,remove,pillow,-2
I don’t need 3 shoes anymore.,add,sweater,6
"Nix 6 apples, please.",add,milk,4
Eliminate the socks from my cart.,remove,lamp,5
Remove 2 scarf from the basket.,add,bread,1
Pop 5 water into my shopping bag.,remove,eggs,2
Could you toss 10 apples into the cart?,add,chocolate,1
I don’t want the jacket anymore.,remove,shoes,2
Throw in 3 shoes for me.,add,blender,5
Drop the jacket completely.,remove,sweater,0
Get rid of 6 water from my order.,remove,sweater,0
Eliminate the jacket from my cart.,add,chocolate,-1
Get rid of 6 water from my order.,add,bottle,2
Forget about the jacket.,add,bananas,5
Cancel the bottle.,remove,chocolate,0
I don’t need 5 socks anymore.,remove,milk,0
Can you take out 5 chocolate?,add,sweater,2
Drop the apples completely.,add,yogurt,-1
"I changed my mind about those yogurt, take 3 out.",add,bananas,2
Please pull out 6 shoes.,remove,cheese,4
Include 10 scarf with my order.,remove,water,7
Please pull out 2 backpack.,remove,apples,2
Drop the chocolate completely.,add,t-shirt,-1
I don’t need 10 backpack anymore.,add,blanket,-1
"I changed my mind about those apples, take 1 out.",remove,oranges,-2
"Nix 5 chocolate, please.",remove,eggs,4
Scratch the sweater.,add,apples,4
Please pull out 2 pan.,add,blanket,2
Please pull out 5 oranges.,add,jacket,8
I need 10 more toaster.,remove,t-shirt,4
I'd like to get 4 bottle.,remove,plate,-2
Throw in 4 lamp for me.,remove,cheese,5
Remove 10 pillow from the basket.,add,plate,0
Can you take out 3 yogurt?,add,oranges,5
I'd like to get 4 pillow.,remove,sweater,1
Pop 6 sweater into my shopping bag.,add,water,7
I'd like to get 10 lamp.,add,sweater,3
"Grab me 2 pillow, please.",remove,plate,7
Let’s add 2 socks to the basket.,add,socks,3
I want the oranges gone.,add,water,5
Let’s add 6 water to the basket.,remove,blender,9
Pop 4 shorts into my shopping bag.,add,apples,3
Remove 10 bottle from the basket.,add,sweater,2
Please pull out 2 scarf.,add,plate,5
Drop the milk completely.,add,bottle,4
"Grab me 1 apples, please.",remove,shorts,2
Include 10 pan with my order.,add,pan,1
I need 4 more pillow.,remove,backpack,5
Get rid of 5 bananas from my order.,add,shoes,3
"I changed my mind about those shorts, take 3 out.",remove,lamp,2
Cancel the bread.,remove,knife,5
I don’t want the pillow anymore.,add,eggs,-2
Can you take out 6 blender?,remove,t-shirt,8
Can you take out 5 bottle?,remove,mug,-1
"Grab me 3 bottle, please.",add,plate,2
Include 5 jacket with my order.,remove,eggs,5
Include 1 jacket with my order.,remove,shoes,6
Can you take out 10 bottle?,remove,jeans,2
Scratch the blender.,add,t-shirt,1
"Nix 10 jeans, please.",add,mug,3
Please pull out 2 t-shirt.,remove,bananas,-1
Forget about the sweater.,add,pillow,0
"Nix 10 eggs, please.",add,bananas,0
Eliminate the blender from my cart.,remove,pan,4
Please pull out 5 bread.,add,lamp,6
I'd like to get 4 jeans.,add,shorts,2
"I changed my mind about those knife, take 4 out.",add,toaster,5
Get rid of 2 plate from my order.,remove,knife,5
Throw in 5 blanket for me.,add,water,3
Cancel the cheese.,add,milk,2
Forget about the chocolate.,add,mug,4
Forget about the pan.,add,eggs,3
Scratch the shoes.,remove,bread,8
I don’t need 10 sweater anymore.,remove,cheese,0
I don’t need 2 jeans anymore.,remove,toaster,5
I need 4 more socks.,add,toaster,3
Can you take out 10 bottle?,add,oranges,5
Please pull out 1 hat.,add,lamp,2
"Grab me 4 jeans, please.",remove,socks,2
Throw in 5 blanket for me.,remove,oranges,4
Pop 5 eggs into my shopping bag.,add,blanket,5
Pop 6 jacket into my shopping bag.,remove,oranges,4
I need 2 more blanket.,remove,milk,3
Pop 6 sweater into my shopping bag.,remove,oranges,6
Could you toss 10 sweater into the cart?,add,milk,6
"Nix 1 mug, please.",add,pillow,1
Let’s drop 1 knife.,add,bananas,7
Cancel the bottle.,add,blanket,1
Forget about the milk.,remove,chocolate,0
Let’s add 2 lamp to the basket.,add,blender,5
Scratch the shorts.,remove,scarf,2
Let’s drop 5 knife.,remove,socks,1
Remove 1 blender from the basket.,remove,milk,8
"I changed my mind about those pan, take 5 out.",add,milk,2
Can you take out 6 blender?,add,pan,6
I don’t want the eggs anymore.,add,blanket,3
Could you toss 1 shorts into the cart?,remove,hat,5
"Grab me 5 yogurt, please.",add,knife,4
I need 10 more toaster.,remove,jacket,2
Remove 2 mug from the basket.,add,shoes,6
I'd like to get 2 blanket.,remove,lamp,4
Can you take out 3 eggs?,remove,oranges,4
Let’s drop 10 bananas.,remove,oranges,-5
"Grab me 4 chocolate, please.",add,bottle,7
Could you toss 6 lamp into the cart?,add,milk,1
Could you toss 4 backpack into the cart?,remove,bread,1
Scratch the blender.,remove,jeans,0
Let’s drop 1 bottle.,add,yogurt,4
Can you take out 2 scarf?,add,apples,2
Can you take out 1 chocolate?,remove,blender,-1
Can you take out 4 blender?,add,pan,3
"Nix 4 milk, please.",add,oranges,-2
Could you toss 10 apples into the cart?,remove,pillow,2
I'd like to get 6 bottle.,remove,oranges,4
Scratch the knife.,remove,socks,1
Eliminate the knife from my cart.,remove,blender,3
Throw in 2 scarf for me.,remove,milk,-2
Please pull out 1 toaster.,add,bottle,4
Throw in 2 scarf for me.,add,milk,5
Include 6 jeans with my order.,remove,milk,3
Pop 1 knife into my shopping bag.,remove,socks,0
Drop the water completely.,remove,milk,6
Forget about the yogurt.,remove,bananas,-1
"Nix 2 yogurt, please.",add,knife,3
Please pull out 6 blender.,remove,bread,10
Let’s drop 4 knife.,remove,bread,6
Please pull out 1 jeans.,add,bananas,2
Drop the apples completely.,remove,sweater,5
Get rid of 5 socks from my order.,add,water,3
I don’t want the mug anymore.,add,pan,2
I need 10 more toaster.,add,socks,2
Pop 2 shoes into my shopping bag.,remove,t-shirt,4
Can you take out 6 hat?,add,blender,1
Can you take out 6 cheese?,remove,blanket,6
"Nix 4 shorts, please.",remove,plate,1
Let’s add 2 socks to the basket.,remove,yogurt,-2
I don’t want the shorts anymore.,remove,milk,3
Pop 5 water into my shopping bag.,remove,sweater,4
Throw in 1 milk for me.,remove,toaster,7
Let’s drop 5 cheese.,add,eggs,0
Could you toss 4 bottle into the cart?,remove,apples,4
I'd like to get 1 blanket.,remove,pan,7
I don’t want the pan anymore.,add,cheese,0
Wipe out the sweater.,add,eggs,-1
Cancel the toaster.,add,cheese,7
Pop 2 blanket into my shopping bag.,add,lamp,0
"I changed my mind about those plate, take 3 out.",add,sweater,1
Can you take out 2 toaster?,add,apples,3
Let’s drop 5 cheese.,add,water,1
Remove 6 hat from the basket.,remove,backpack,7
"I changed my mind about those bananas, take 4 out.",remove,hat,4
Drop the mug completely.,remove,apples,-1
"Nix 3 shorts, please.",remove,blanket,7
I'd like to get 4 cheese.,add,pan,3
Pop 3 hat into my shopping bag.,add,blanket,-2
"I changed my mind about those cheese, take 6 out.",add,bananas,1
Remove 4 eggs from the basket.,remove,yogurt,5
Remove 2 sweater from the basket.,add,yogurt,5
Wipe out the bananas.,remove,lamp,-2
I don’t want the knife anymore.,add,milk,0
"Nix 2 backpack, please.",remove,bottle,3
Throw in 1 milk for me.,remove,apples,3
I'd like to get 1 backpack.,add,bottle,3
Get rid of 6 yogurt from my order.,remove,hat,8
"Nix 10 shorts, please.",add,backpack,4
Throw in 3 jeans for me.,remove,oranges,4
Forget about the scarf.,add,blender,5
I don’t need 4 plate anymore.,add,apples,2
Drop the toaster completely.,add,backpack,5
Drop the toaster completely.,remove,shoes,-1
I need 10 more toaster.,remove,hat,-1
Let’s drop 4 pan.,remove,knife,3
Get rid of 4 shoes from my order.,remove,socks,-1
Pop 4 socks into my shopping bag.,add,bananas,5
Include 10 jeans with my order.,remove,knife,4
I'd like to get 6 mug.,remove,bananas,-3
Pop 4 socks into my shopping bag.,add,pan,4
Could you toss 6 blender into the cart?,remove,milk,-1
Scratch the pan.,remove,toaster,6
I need 4 more socks.,remove,milk,7
I need 2 more bottle.,add,blanket,5
Please pull out 3 sweater.,add,backpack,5
"Grab me 5 yogurt, please.",remove,yogurt,4
I want the pillow gone.,remove,scarf,3
Could you toss 10 apples into the cart?,remove,hat,1
Get rid of 10 mug from my order.,add,toaster,1
"Grab me 3 hat, please.",add,knife,0
Let’s add 10 sweater to the basket.,remove,bottle,9
I need 2 more bottle.,add,yogurt,3
"Nix 3 knife, please.",remove,jacket,4
"I changed my mind about those blanket, take 5 out.",add,yogurt,5
I want the oranges gone.,add,hat,4
Get rid of 1 backpack from my order.,add,apples,4
Pop 6 milk into my shopping bag.,remove,jeans,6
Drop the chocolate completely.,remove,bread,3
I'd like to get 2 blanket.,add,milk,1
Could you toss 3 jeans into the cart?,add,hat,3
I need 2 more scarf.,remove,pan,-1
I need 6 more shoes.,add,bread,2
Can you take out 10 knife?,remove,pan,2
Eliminate the yogurt from my cart.,remove,toaster,5
I don’t want the yogurt anymore.,remove,blender,5
Pop 4 socks into my shopping bag.,add,eggs,2
Forget about the oranges.,remove,scarf,2
"Nix 5 chocolate, please.",add,knife,3
Could you toss 1 pan into the cart?,add,oranges,8
Forget about the t-shirt.,add,bread,2
I need 1 more backpack.,remove,jacket,0
Throw in 3 shoes for me.,add,oranges,2
Please pull out 1 jeans.,remove,jacket,3
Pop 2 blanket into my shopping bag.,add,shoes,3
Include 5 chocolate with my order.,add,pan,4
"Grab me 2 pillow, please.",add,t-shirt,6
Get rid of 2 bottle from my order.,remove,mug,4
Get rid of 3 pillow from my order.,add,t-shirt,2
I'd like to get 2 jeans.,remove,jacket,2
Let’s add 10 pillow to the basket.,add,blender,5
Drop the milk completely.,remove,cheese,2
Get rid of 1 backpack from my order.,add,blanket,2
Let’s drop 4 pillow.,remove,chocolate,4
Could you toss 6 bananas into the cart?,remove,eggs,8
Could you toss 3 oranges into the cart?,add,jacket,9
Can you take out 1 lamp?,add,bread,4
Please pull out 5 milk.,remove,jeans,4
Please pull out 2 sweater.,remove,pan,9
I want the toaster gone.,remove,yogurt,1
Please pull out 4 apples.,remove,eggs,0
Could you toss 2 shorts into the cart?,add,blender,4
I need 1 more backpack.,remove,milk,5
Include 2 yogurt with my order.,add,bananas,8
Remove 4 cheese from the basket.,remove,bottle,5
"Grab me 5 scarf, please.",remove,oranges,9
Wipe out the shoes.,remove,bottle,2
Please pull out 3 knife.,remove,toaster,-1
Remove 6 milk from the basket.,remove,socks,7
"I changed my mind about those shoes, take 5 out.",add,shoes,7
I want the plate gone.,add,hat,4
Include 1 sweater with my order.,remove,socks,4
Forget about the hat.,remove,t-shirt,7
I don’t want the yogurt anymore.,remove,blanket,2
Eliminate the jacket from my cart.,add,knife,5
Scratch the toaster.,remove,bread,1
Throw in 3 bananas for me.,remove,pan,1
Get rid of 3 toaster from my order.,add,blanket,1
Please pull out 4 mug.,remove,yogurt,5
Get rid of 5 jacket from my order.,add,blanket,5
Forget about the knife.,add,pan,0
Forget about the knife.,add,oranges,3
Let’s drop 10 blender.,add,knife,5
"Nix 10 shorts, please.",add,toaster,1
I don’t need 3 eggs anymore.,remove,shoes,5
Cancel the backpack.,remove,apples,7
Please pull out 1 t-shirt.,add,pan,1
I don’t need 2 water anymore.,remove,blender,1
Remove 1 pan from the basket.,add,scarf,1
Include 5 jacket with my order.,remove,bread,5
Drop the chocolate completely.,add,bread,2
I'd like to get 2 water.,add,shoes,-1
Get rid of 3 bottle from my order.,remove,lamp,7
Remove 10 pillow from the basket.,remove,bread,1
"I changed my mind about those sweater, take 5 out.",remove,milk,-1
Scratch the knife.,remove,pan,4
Eliminate the plate from my cart.,remove,bread,7
Wipe out the water.,remove,jeans,2
"Grab me 6 toaster, please.",add,shoes,4
I don’t need 10 milk anymore.,add,pan,5
Cancel the bread.,remove,hat,3
Can you take out 2 bread?,add,scarf,5
"Grab me 5 jeans, please.",remove,hat,-1
I'd like to get 10 pan.,remove,eggs,6
Wipe out the cheese.,remove,cheese,6
Throw in 3 pillow for me.,add,blanket,5
Drop the water completely.,add,sweater,4
Scratch the knife.,remove,jeans,5
I don’t want the bread anymore.,remove,mug,0
"I changed my mind about those bread, take 4 out.",remove,scarf,5
Remove 1 yogurt from the basket.,remove,hat,5
Include 1 blanket with my order.,remove,t-shirt,2
"Grab me 2 eggs, please.",remove,apples,3
"I changed my mind about those eggs, take 6 out.",add,shoes,2
Forget about the blender.,add,shorts,0
"I changed my mind about those bottle, take 3 out.",remove,t-shirt,-2
"Grab me 10 blender, please.",remove,knife,3
Get rid of 4 socks from my order.,remove,blender,-1
Throw in 1 knife for me.,remove,jacket,0
Include 2 eggs with my order.,remove,mug,1
Could you toss 4 backpack into the cart?,remove,chocolate,7
Pop 2 water into my shopping bag.,remove,water,0
Scratch the toaster.,remove,pillow,5
Can you take out 2 scarf?,remove,shoes,3
"Nix 4 shorts, please.",add,blender,0
Can you take out 4 shorts?,add,blender,7
Pop 2 shoes into my shopping bag.,remove,apples,7
"Grab me 10 cheese, please.",remove,bottle,3
Can you take out 10 shorts?,add,sweater,7
Can you take out 3 jacket?,remove,jeans,3
"Grab me 4 backpack, please.",add,bread,1
Scratch the milk.,remove,oranges,2
Get rid of 3 bottle from my order.,remove,shoes,7
Eliminate the jeans from my cart.,remove,yogurt,7
"I changed my mind about those scarf, take 1 out.",add,pillow,1
Wipe out the mug.,remove,apples,0
Forget about the pan.,remove,shoes,7
I need 10 more scarf.,remove,jacket,5
I need 6 more plate.,add,bread,2
Can you take out 1 bread?,remove,sweater,5
I need 6 more toaster.,remove,hat,5
Throw in 3 plate for me.,remove,t-shirt,3
Let’s add 10 blanket to the basket.,add,lamp,4
Can you take out 1 bread?,add,milk,3
Throw in 5 pan for me.,remove,jeans,-1
Remove 2 scarf from the basket.,add,mug,4
Wipe out the bananas.,remove,toaster,2
Pop 2 oranges into my shopping bag.,remove,lamp,0
I need 6 more knife.,add,toaster,0
I need 1 more backpack.,add,t-shirt,1
Drop the sweater completely.,add,pan,4
Can you take out 3 jacket?,add,socks,2
"I changed my mind about those jeans, take 1 out.",add,hat,7
Please pull out 10 knife.,remove,chocolate,-3
Let’s add 6 water to the basket.,add,cheese,1
Pop 4 socks into my shopping bag.,add,sweater,2
I'd like to get 3 bread.,remove,eggs,5
Pop 1 water into my shopping bag.,add,socks,2
Could you toss 6 jacket into the cart?,add,pillow,8
I need 10 more toaster.,add,hat,0
I don’t want the shorts anymore.,add,bananas,5
Get rid of 2 cheese from my order.,add,sweater,4
Forget about the yogurt.,add,pillow,3
Let’s drop 1 bananas.,add,chocolate,3
Let’s add 5 toaster to the basket.,remove,knife,4
"I changed my mind about those apples, take 1 out.",remove,eggs,1
Remove 1 plate from the basket.,add,toaster,4
Include 4 milk with my order.,add,blender,4
Scratch the hat.,remove,backpack,6
I don’t need 5 shorts anymore.,add,water,4
Could you toss 1 shorts into the cart?,add,mug,0
I don’t need 5 bread anymore.,add,blanket,5
Please pull out 6 water.,remove,cheese,4
Drop the milk completely.,add,jeans,9
Let’s drop 2 t-shirt.,remove,knife,6
Get rid of 2 hat from my order.,add,bottle,3
Drop the bottle completely.,remove,water,4
Could you toss 2 mug into the cart?,remove,yogurt,5
Can you take out 1 jacket?,add,pillow,8
"I changed my mind about those mug, take 1 out.",add,bananas,6
Can you take out 10 cheese?,add,eggs,4
Eliminate the oranges from my cart.,remove,mug,3
I want the shorts gone.,add,socks,5
Throw in 1 milk for me.,remove,blender,3
Include 5 pillow with my order.,remove,jacket,1
I want the bread gone.,remove,water,5
Let’s drop 4 pan.,remove,shoes,4
I want the t-shirt gone.,remove,lamp,-1
"Grab me 5 yogurt, please.",remove,cheese,1
I need 2 more bottle.,remove,yogurt,8
Can you take out 6 hat?,remove,sweater,11
Cancel the plate.,add,hat,2
Include 1 mug with my order.,remove,blender,1
Let’s drop 1 knife.,add,shorts,2
Remove 2 bananas from the basket.,remove,blanket,-2
Eliminate the t-shirt from my cart.,add,bananas,6
"Nix 3 cheese, please.",add,hat,4
Get rid of 6 water from my order.,remove,bread,-1
I need 1 more knife.,remove,toaster,4
Please pull out 3 pillow.,remove,bottle,2
Could you toss 3 mug into the cart?,add,lamp,6
Pop 1 plate into my shopping bag.,add,apples,6
"Nix 6 milk, please.",remove,apples,8
"I changed my mind about those shoes, take 5 out.",remove,pan,6
Remove 1 shorts from the basket.,add,lamp,1
Drop the apples completely.,remove,apples,4
Pop 1 t-shirt into my shopping bag.,remove,cheese,6
I want the backpack gone.,remove,blender,3
Eliminate the pan from my cart.,remove,cheese,5
"Grab me 5 water, please.",remove,backpack,-2
Could you toss 5 mug into the cart?,add,yogurt,6
Remove 3 jeans from the basket.,add,oranges,0
Could you toss 3 oranges into the cart?,remove,backpack,4
I want the knife gone.,remove,apples,8
Get rid of 4 hat from my order.,remove,jacket,2
I'd like to get 4 jeans.,remove,bananas,5
Pop 10 apples into my shopping bag.,add,t-shirt,5
Include 6 blender with my order.,remove,backpack,5
Forget about the blender.,remove,chocolate,3
I don’t need 5 bread anymore.,remove,apples,0
Get rid of 6 water from my order.,remove,hat,1
Remove 1 pan from the basket.,add,shorts,3
Please pull out 2 t-shirt.,remove,bottle,4
Please pull out 4 apples.,remove,oranges,3
I don’t want the yogurt anymore.,add,socks,-2
"Nix 2 bottle, please.",remove,blender,2
Get rid of 2 bananas from my order.,add,chocolate,0
Include 2 eggs with my order.,remove,blanket,1
Pop 1 t-shirt into my shopping bag.,add,plate,3
Get rid of 1 eggs from my order.,remove,pillow,4
I'd like to get 2 blanket.,add,knife,3
Throw in 5 bottle for me.,add,socks,2
Please pull out 1 t-shirt.,add,jacket,-1
I'd like to get 3 pillow.,add,t-shirt,4
Throw in 2 knife for me.,add,jacket,2
Could you toss 2 pan into the cart?,add,lamp,4
Remove 5 water from the basket.,remove,pillow,5
Throw in 1 shorts for me.,remove,bottle,2
Throw in 1 knife for me.,remove,socks,6
"Nix 2 pan, please.",add,water,4
Drop the jeans completely.,remove,milk,5
Let’s drop 4 sweater.,remove,knife,3
Scratch the bottle.,remove,socks,3
"Grab me 3 bottle, please.",remove,chocolate,4
Pop 6 hat into my shopping bag.,remove,scarf,6
"Grab me 3 pillow, please.",add,bread,3
I'd like to get 4 bottle.,add,chocolate,8
"I changed my mind about those knife, take 4 out.",add,scarf,-1
Include 5 pillow with my order.,remove,milk,8
Can you take out 1 chocolate?,add,knife,2
Can you take out 6 apples?,remove,bananas,5
Throw in 3 shoes for me.,add,eggs,4
Could you toss 2 shorts into the cart?,add,bananas,6
I need 2 more backpack.,add,hat,-1
Let’s drop 5 apples.,remove,bananas,4
Please pull out 2 scarf.,remove,bottle,-1
Remove 3 jeans from the basket.,remove,chocolate,5
I'd like to get 4 bottle.,add,jeans,5
Throw in 5 sweater for me.,remove,hat,3
Drop the yogurt completely.,remove,hat,-1
Scratch the socks.,remove,shoes,3
Remove 6 backpack from the basket.,add,water,-1
Let’s add 4 sweater to the basket.,remove,backpack,0
Get rid of 5 bananas from my order.,remove,milk,6
Eliminate the blanket from my cart.,remove,blanket,4
Cancel the cheese.,add,jeans,4
Let’s drop 10 bananas.,add,jacket,4
I don’t need 3 cheese anymore.,add,pan,7
"Nix 6 milk, please.",remove,hat,0
I'd like to get 4 cheese.,remove,t-shirt,3
Please pull out 4 oranges.,remove,shoes,3
Can you take out 10 knife?,remove,yogurt,2
I don’t want the pillow anymore.,remove,water,6
Scratch the backpack.,remove,toaster,4
"Nix 10 cheese, please.",add,yogurt,8
Please pull out 1 toaster.,add,scarf,4
I need 10 more chocolate.,add,jeans,0
Get rid of 4 hat from my order.,remove,shorts,4
Eliminate the blender from my cart.,remove,blanket,3
Please pull out 1 chocolate.,remove,knife,1
Cancel the shorts.,add,jacket,4
Throw in 10 jacket for me.,add,jeans,-1
I need 10 more milk.,remove,plate,4
Remove 10 scarf from the basket.,add,pillow,8
"Nix 6 milk, please.",add,hat,-1
Please pull out 2 t-shirt.,add,jacket,1
Could you toss 4 lamp into the cart?,add,water,5
I need 1 more pillow.,remove,eggs,6
Could you toss 6 lamp into the cart?,add,toaster,0
"I changed my mind about those jacket, take 10 out.",add,bread,-1
Please pull out 4 pan.,remove,jeans,6
Pop 3 water into my shopping bag.,add,mug,7
Throw in 1 scarf for me.,remove,milk,1
Remove 10 scarf from the basket.,remove,shorts,5
Let’s add 10 pillow to the basket.,add,pan,3
Throw in 5 chocolate for me.,add,mug,7
Let’s drop 5 knife.,add,bananas,8
Remove 2 scarf from the basket.,add,shoes,-1
Drop the yogurt completely.,add,shoes,6
I want the bottle gone.,add,shoes,4
Please pull out 6 chocolate.,add,scarf,5
"Nix 10 jeans, please.",remove,toaster,3
Please pull out 5 pan.,remove,socks,0
Drop the cheese completely.,add,blender,-3
Could you toss 1 shorts into the cart?,add,oranges,-3
Remove 2 apples from the basket.,add,yogurt,4
I want the oranges gone.,add,backpack,6
Could you toss 10 apples into the cart?,add,yogurt,0
Pop 4 toaster into my shopping bag.,add,socks,1
Can you take out 5 bottle?,add,bottle,3
Forget about the pillow.,remove,bananas,6
Please pull out 1 scarf.,remove,socks,-1
Wipe out the blender.,remove,backpack,3
"Nix 6 blender, please.",remove,lamp,4
"I changed my mind about those oranges, take 4 out.",add,jacket,-3
Let’s add 10 blanket to the basket.,remove,hat,3
Can you take out 1 socks?,add,eggs,2
Let’s drop 4 eggs.,add,mug,6
Pop 1 pan into my shopping bag.,add,yogurt,4
I don’t need 2 water anymore.,remove,eggs,1
I'd like to get 4 jeans.,add,cheese,4
Include 3 shorts with my order.,add,shoes,1
Cancel the backpack.,add,backpack,3
Throw in 5 chocolate for me.,remove,oranges,7
Get rid of 10 mug from my order.,remove,yogurt,6
Remove 10 toaster from the basket.,add,knife,-2
"I changed my mind about those toaster, take 5 out.",remove,water,-1
"Nix 6 apples, please.",remove,blender,-2
Pop 3 hat into my shopping bag.,remove,t-shirt,2
Forget about the yogurt.,remove,jeans,7
I don’t want the shorts anymore.,add,apples,5
I need 2 more backpack.,remove,blanket,5
I don’t need 10 blanket anymore.,add,socks,1
Include 4 yogurt with my order.,remove,jeans,0
Drop the shoes completely.,remove,bread,6
I don’t need 4 eggs anymore.,add,lamp,6
Eliminate the jacket from my cart.,remove,cheese,2
"I changed my mind about those bread, take 10 out.",add,shorts,7
I need 2 more scarf.,add,toaster,2
"Nix 10 jeans, please.",remove,oranges,2
Pop 4 pan into my shopping bag.,remove,bottle,3
I need 3 more milk.,remove,lamp,1
I don’t need 2 pillow anymore.,remove,oranges,3
"Grab me 5 oranges, please.",remove,socks,4
"Grab me 2 pillow, please.",remove,blender,6
Get rid of 5 jacket from my order.,add,eggs,0
Let’s add 6 lamp to the basket.,remove,knife,5
I don’t need 1 knife anymore.,add,blender,7
I'd like to get 4 toaster.,add,scarf,5
"I changed my mind about those plate, take 5 out.",add,water,3
Please pull out 1 scarf.,add,sweater,-1
Get rid of 1 blanket from my order.,remove,yogurt,6
Remove 1 plate from the basket.,remove,sweater,3
Pop 4 bananas into my shopping bag.,remove,eggs,3
Scratch the knife.,remove,mug,1
"I changed my mind about those eggs, take 6 out.",remove,hat,3
"Grab me 5 jeans, please.",remove,mug,3
Throw in 1 knife for me.,remove,pan,0
Remove 2 apples from the basket.,add,yogurt,-1
Let’s add 2 shoes to the basket.,remove,bottle,-2
