user_input,action,product,quantity
Throw in 8 corn for me.,add,corn,8
I'd like to get 9 tuna.,add,tuna,9
Add 3 t-shirt to the list.,add,t-shirt,3
Get rid of 3 bottle from my order.,remove,bottle,3
Cancel the sunglasses.,remove,sunglasses,1
Remove 6 leggings from the basket.,remove,leggings,6
Throw in 5 conditioner for me.,add,conditioner,5
I don’t need 3 eggs anymore.,remove,eggs,3
I don't need 9 drawer anymore.,remove,drawer,9
Delete 4 shrimp from the cart.,remove,shrimp,4
I'd like to get 5 gown.,add,gown,5
Take 10 trousers off my list.,remove,trousers,10
Wipe out the bulb.,remove,bulb,1
Wipe out the tie.,remove,tie,1
Get rid of 6 glass from my order.,remove,glass,6
I don't need 1 fish anymore.,remove,fish,1
Remove 9 honey from the basket.,remove,honey,9
Remove 8 ring from the basket.,remove,ring,8
Remove 1 towel from the basket.,remove,towel,1
I want to buy 5 pan.,add,pan,5
Throw in 1 blind for me.,add,blind,1
"I changed my mind about those lighter, take 9 out.",remove,lighter,9
Delete 4 handbag from the cart.,remove,handbag,4
Make that 1 earring.,add,earring,1
Pop 3 floss into my shopping bag.,add,floss,3
Wipe out the toothpaste.,remove,toothpaste,1
Drop 9 lime.,remove,lime,9
Add 7 lime to the list.,add,lime,7
Drop 2 jeans.,remove,jeans,2
Could you toss 9 nuts into the cart?,add,nuts,9
Pop 7 suit into my shopping bag.,add,suit,7
Get rid of 4 sunglasses from my order.,remove,sunglasses,4
Throw in 7 mat for me.,add,mat,7
"I changed my mind about those coat, take 10 out.",remove,coat,10
"Grab me 10 earring, please.",add,earring,10
Get rid of the battery.,remove,battery,1
"Nix 7 crackers, please.",remove,crackers,7
Give me 4 broom.,add,broom,4
Add 5 boots to the list.,add,boots,5
Please add 1 bracelet.,add,bracelet,1
Could you toss 3 robe into the cart?,add,robe,3
Let’s add 2 butter to the basket.,add,butter,2
Let’s add 7 yogurt to the basket.,add,yogurt,7
"Nix 1 sugar, please.",remove,sugar,1
Give me 9 salmon.,add,salmon,9
"Grab me 3 fish, please.",add,fish,3
Drop 1 fish.,remove,fish,1
I want to buy 5 earring.,add,earring,5
I need 9 blouse added.,add,blouse,9
"Nix 2 napkin, please.",remove,napkin,2
Pop 3 mug into my shopping bag.,add,mug,3
Drop 3 yogurt.,remove,yogurt,3
Give me 4 desk.,add,desk,4
Give me 7 blazer.,add,blazer,7
"Grab me 3 tomato, please.",add,tomato,3
Make that 7 tomato.,add,tomato,7
"Grab me 8 towel, please.",add,towel,8
"I changed my mind about those milk, take 6 out.",remove,milk,6
"Nix 2 oil, please.",remove,oil,2
I'd like to get 7 jacket.,add,jacket,7
Drop the coat completely.,remove,coat,1
I need 3 salt added.,add,salt,3
"Nix 4 tomato, please.",remove,tomato,4
Take 6 plate off my list.,remove,plate,6
Put 1 blazer in my cart.,add,blazer,1
I want to buy 4 bottle.,add,bottle,4
Please pull out 10 floss.,remove,floss,10
I don't need 2 mirror anymore.,remove,mirror,2
I'd like to get 3 oranges.,add,oranges,3
Give me 5 steak.,add,steak,5
I need 5 oranges added.,add,oranges,5
"I changed my mind about those heels, take 4 out.",remove,heels,4
I need 6 beans added.,add,beans,6
Please add 5 jam.,add,jam,5
I don't need 7 rug anymore.,remove,rug,7
Make that 4 floss.,add,floss,4
Can you take out 5 tea?,remove,tea,5
Let’s add 10 tea to the basket.,add,tea,10
Throw in 10 pretzels for me.,add,pretzels,10
I need 4 more water.,add,water,4
I don’t want the tray anymore.,remove,tray,1
I'd like to get 6 glasses.,add,glasses,6
Drop 8 wallet.,remove,wallet,8
Delete 10 blanket from the cart.,remove,blanket,10
Put 8 backpack in my cart.,add,backpack,8
Remove 6 honey from the basket.,remove,honey,6
Pop 6 drawer into my shopping bag.,add,drawer,6
I want to buy 8 vase.,add,vase,8
Pop 10 ginger into my shopping bag.,add,ginger,10
I want to buy 4 jeans.,add,jeans,4
I want to buy 9 yogurt.,add,yogurt,9
Cancel 7 socks.,remove,socks,7
Add 3 shirt to the list.,add,shirt,3
Cancel 6 tuna.,remove,tuna,6
Cancel the bottle.,remove,bottle,1
Remove 3 jacket.,remove,jacket,3
Include 9 rug with my order.,add,rug,9
Drop 8 napkin.,remove,napkin,8
"I changed my mind about those scarf, take 5 out.",remove,scarf,5
Take 2 corn off my list.,remove,corn,2
Remove 8 leggings.,remove,leggings,8
"Grab me 8 match, please.",add,match,8
Get rid of 10 oatmeal from my order.,remove,oatmeal,10
Add 4 chocolate to the list.,add,chocolate,4
"I changed my mind about those shorts, take 8 out.",remove,shorts,8
Give me 5 battery.,add,battery,5
Remove 10 water from the basket.,remove,water,10
Let’s add 10 broom to the basket.,add,broom,10
Remove 10 oil.,remove,oil,10
Forget about the pajamas.,remove,pajamas,1
Remove the pasta.,remove,pasta,1
Pop 1 couch into my shopping bag.,add,couch,1
Take out the shampoo.,remove,shampoo,1
Remove 4 eggs from the basket.,remove,eggs,4
Include 3 blouse with my order.,add,blouse,3
Forget about the shirt.,remove,shirt,1
Please add 3 ginger.,add,ginger,3
Get rid of 8 candle from my order.,remove,candle,8
Remove 10 wine.,remove,wine,10
Include 7 mirror with my order.,add,mirror,7
Remove the cream.,remove,cream,1
Can you take out 4 beer?,remove,beer,4
Could you toss 5 jelly into the cart?,add,jelly,5
Pop 9 jacket into my shopping bag.,add,jacket,9
"I changed my mind about those blouse, take 10 out.",remove,blouse,10
Drop 6 towel.,remove,towel,6
"Grab me 6 napkin, please.",add,napkin,6
Remove 7 chips.,remove,chips,7
Put 8 shampoo in my cart.,add,shampoo,8
I need 3 flour added.,add,flour,3
Give me 8 gown.,add,gown,8
I want to buy 7 milk.,add,milk,7
Get rid of 6 bucket from my order.,remove,bucket,6
Please pull out 5 honey.,remove,honey,5
Please pull out 2 lamp.,remove,lamp,2
Remove the slippers.,remove,slippers,1
Please add 3 broccoli.,add,broccoli,3
Drop the bucket completely.,remove,bucket,1
Add 3 lime to the list.,add,lime,3
"Nix 6 chocolate, please.",remove,chocolate,6
Cancel the trousers.,remove,trousers,1
Remove 5 tissue.,remove,tissue,5
Can you take out 1 soda?,remove,soda,1
Pop 2 carrots into my shopping bag.,add,carrots,2
Give me 3 mug.,add,mug,3
Give me 2 bananas.,add,bananas,2
I need 3 mop added.,add,mop,3
"I changed my mind about those battery, take 7 out.",remove,battery,7
Remove 4 apples from the basket.,remove,apples,4
Give me 10 spinach.,add,spinach,10
"Grab me 2 table, please.",add,table,2
Drop the cauliflower completely.,remove,cauliflower,1
Please pull out 1 shrimp.,remove,shrimp,1
Let’s add 6 lemon to the basket.,add,lemon,6
Could you toss 3 cup into the cart?,add,cup,3
Delete 3 toothpaste from the cart.,remove,toothpaste,3
Remove 6 mop from the basket.,remove,mop,6
Drop the rug completely.,remove,rug,1
Put 1 oil in my cart.,add,oil,1
"Grab me 3 jacket, please.",add,jacket,3
Get rid of 4 paper from my order.,remove,paper,4
Drop the pot completely.,remove,pot,1
Remove the salmon.,remove,salmon,1
I'd like to get 2 pan.,add,pan,2
Remove 9 pillowcase.,remove,pillowcase,9
Get rid of 3 honey from my order.,remove,honey,3
Eliminate the lighter from my cart.,remove,lighter,1
I need 2 more blanket.,add,blanket,2
"Nix 1 vase, please.",remove,vase,1
Add 3 blind to the list.,add,blind,3
"I changed my mind about those brush, take 2 out.",remove,brush,2
I don't need 5 shampoo anymore.,remove,shampoo,5
Forget about the rice.,remove,rice,1
Throw in 5 cream for me.,add,cream,5
Drop the corn completely.,remove,corn,1
Make that 7 suit.,add,suit,7
Make that 9 lime.,add,lime,9
I want to buy 1 cream.,add,cream,1
I'd like to get 5 pasta.,add,pasta,5
I don't need 6 sponge anymore.,remove,sponge,6
Take out the pasta.,remove,pasta,1
Cancel 2 bread.,remove,bread,2
Drop 1 gown.,remove,gown,1
Throw in 6 paper for me.,add,paper,6
Make that 9 bracelet.,add,bracelet,9
Take out the suitcase.,remove,suitcase,1
Include 10 jeans with my order.,add,jeans,10
Make that 9 earring.,add,earring,9
Give me 9 sugar.,add,sugar,9
Get rid of the belt.,remove,belt,1
Add 10 butter to the list.,add,butter,10
Please add 8 blender.,add,blender,8
I'd like to get 9 bread.,add,bread,9
Delete 10 candle from the cart.,remove,candle,10
I don't need 7 heels anymore.,remove,heels,7
Please add 3 heels.,add,heels,3
Cancel 4 battery.,remove,battery,4
Pop 1 glass into my shopping bag.,add,glass,1
Please pull out 10 umbrella.,remove,umbrella,10
I'd like to get 5 jeans.,add,jeans,5
Make that 6 mattress.,add,mattress,6
Cancel 4 watch.,remove,watch,4
Take out the vinegar.,remove,vinegar,1
Include 4 toothbrush with my order.,add,toothbrush,4
Please add 5 spoon.,add,spoon,5
I don't need 8 chicken anymore.,remove,chicken,8
Give me 1 sheet.,add,sheet,1
I don't need 9 sweater anymore.,remove,sweater,9
Eliminate the salt from my cart.,remove,salt,1
Pop 9 garlic into my shopping bag.,add,garlic,9
"Nix 6 umbrella, please.",remove,umbrella,6
Add 4 gown to the list.,add,gown,4
I don’t need 6 milk anymore.,remove,milk,6
Add 10 toaster to the list.,add,toaster,10
Throw in 6 floss for me.,add,floss,6
Please pull out 4 tie.,remove,tie,4
Give me 6 razor.,add,razor,6
I want to buy 4 jacket.,add,jacket,4
Add 9 tray to the list.,add,tray,9
Get rid of 6 water from my order.,remove,water,6
I need 9 gown added.,add,gown,9
"Grab me 1 mop, please.",add,mop,1
Cancel 5 pan.,remove,pan,5
Give me 7 conditioner.,add,conditioner,7
Remove 10 heater from the basket.,remove,heater,10
I don't need 4 razor anymore.,remove,razor,4
Drop the earring completely.,remove,earring,1
Delete 4 blazer from the cart.,remove,blazer,4
Drop 6 slippers.,remove,slippers,6
Get rid of 5 battery from my order.,remove,battery,5
Throw in 6 pillow for me.,add,pillow,6
Cancel 6 lighter.,remove,lighter,6
Cancel 1 plate.,remove,plate,1
Get rid of 5 jacket from my order.,remove,jacket,5
Please add 2 candle.,add,candle,2
Throw in 8 gloves for me.,add,gloves,8
I want to buy 8 toothpaste.,add,toothpaste,8
"Nix 6 lotion, please.",remove,lotion,6
Give me 3 earring.,add,earring,3
Include 9 yogurt with my order.,add,yogurt,9
Remove the bottle.,remove,bottle,1
I don’t need 4 plate anymore.,remove,plate,4
Can you take out 5 lime?,remove,lime,5
Delete 2 chicken from the cart.,remove,chicken,2
Pop 6 lotion into my shopping bag.,add,lotion,6
Cancel 9 cup.,remove,cup,9
Remove 9 cereal.,remove,cereal,9
Could you toss 7 pepper into the cart?,add,pepper,7
Include 3 bread with my order.,add,bread,3
"I changed my mind about those potato, take 8 out.",remove,potato,8
Give me 5 napkin.,add,napkin,5
"Grab me 7 broom, please.",add,broom,7
Wipe out the beef.,remove,beef,1
Throw in 5 bucket for me.,add,bucket,5
Give me 8 milk.,add,milk,8
I need 6 umbrella added.,add,umbrella,6
Get rid of 6 chocolate from my order.,remove,chocolate,6
Add 6 robe to the list.,add,robe,6
Remove 7 lighter.,remove,lighter,7
"I changed my mind about those fish, take 7 out.",remove,fish,7
I'd like to get 8 mug.,add,mug,8
Could you toss 6 jacket into the cart?,add,jacket,6
Give me 9 spinach.,add,spinach,9
Make that 2 vase.,add,vase,2
Make that 7 brush.,add,brush,7
Get rid of the garlic.,remove,garlic,1
Remove 10 ginger from the basket.,remove,ginger,10
Get rid of 4 shoes from my order.,remove,shoes,4
Get rid of 4 cereal from my order.,remove,cereal,4
Take 2 toothpaste off my list.,remove,toothpaste,2
Can you take out 7 towel?,remove,towel,7
Remove 8 toothbrush from the basket.,remove,toothbrush,8
Please add 5 rug.,add,rug,5
Drop the hat completely.,remove,hat,1
Remove 5 toaster.,remove,toaster,5
Delete 4 sofa from the cart.,remove,sofa,4
Cancel the flour.,remove,flour,1
I don't need 6 mug anymore.,remove,mug,6
I want the tomato gone.,remove,tomato,1
Cancel 7 match.,remove,match,7
Remove 3 cookies.,remove,cookies,3
"Grab me 9 curtain, please.",add,curtain,9
Please add 6 coffee.,add,coffee,6
Please add 8 peas.,add,peas,8
"Grab me 1 cauliflower, please.",add,cauliflower,1
Drop the carrots completely.,remove,carrots,1
Please add 7 onion.,add,onion,7
"Grab me 6 battery, please.",add,battery,6
I don't need 9 razor anymore.,remove,razor,9
Pop 10 knife into my shopping bag.,add,knife,10
I don’t want the steak anymore.,remove,steak,1
Delete 5 paper from the cart.,remove,paper,5
Please add 5 match.,add,match,5
I want the jacket gone.,remove,jacket,1
Give me 4 steak.,add,steak,4
Give me 1 umbrella.,add,umbrella,1
Could you toss 1 broccoli into the cart?,add,broccoli,1
Please pull out 6 fish.,remove,fish,6
I don’t want the coat anymore.,remove,coat,1
Get rid of the gown.,remove,gown,1
Please add 8 razor.,add,razor,8
Take out the shoes.,remove,shoes,1
Take 6 spaghetti off my list.,remove,spaghetti,6
Please pull out 9 pork.,remove,pork,9
Put 3 bread in my cart.,add,bread,3
Delete 6 spinach from the cart.,remove,spinach,6
Let’s add 2 wine to the basket.,add,wine,2
Include 4 pot with my order.,add,pot,4
I'd like to get 2 sandals.,add,sandals,2
"I changed my mind about those knife, take 3 out.",remove,knife,3
Include 4 gloves with my order.,add,gloves,4
I need 6 more knife.,add,knife,6
Include 3 jeans with my order.,add,jeans,3
I need 7 bulb added.,add,bulb,7
Please add 4 oatmeal.,add,oatmeal,4
Delete 4 pork from the cart.,remove,pork,4
Take 4 raincoat off my list.,remove,raincoat,4
Pop 6 tea into my shopping bag.,add,tea,6
Get rid of 9 floss from my order.,remove,floss,9
Wipe out the cap.,remove,cap,1
I need 2 skirt added.,add,skirt,2
Remove 5 jacket from the basket.,remove,jacket,5
Could you toss 7 pitcher into the cart?,add,pitcher,7
"Grab me 9 cup, please.",add,cup,9
Can you take out 10 couch?,remove,couch,10
Please add 10 jam.,add,jam,10
Throw in 3 shoes for me.,add,shoes,3
Remove 10 spaghetti.,remove,spaghetti,10
Give me 2 sponge.,add,sponge,2
Can you take out 4 toothpaste?,remove,toothpaste,4
Could you toss 1 apples into the cart?,add,apples,1
Could you toss 2 lettuce into the cart?,add,lettuce,2
Make that 6 beef.,add,beef,6
Get rid of 2 blouse from my order.,remove,blouse,2
"I changed my mind about those bananas, take 4 out.",remove,bananas,4
Take 2 toaster off my list.,remove,toaster,2
Throw in 4 boots for me.,add,boots,4
Get rid of 10 rice from my order.,remove,rice,10
Make that 6 chocolate.,add,chocolate,6
Pop 9 lamp into my shopping bag.,add,lamp,9
Drop the conditioner completely.,remove,conditioner,1
Throw in 5 mattress for me.,add,mattress,5
Put 6 sheet in my cart.,add,sheet,6
Add 8 carrots to the list.,add,carrots,8
Remove 3 vase.,remove,vase,3
Make that 2 noodles.,add,noodles,2
Could you toss 7 juice into the cart?,add,juice,7
Take 4 mop off my list.,remove,mop,4
I need 4 blanket added.,add,blanket,4
I'd like to get 4 blender.,add,blender,4
Please add 5 tray.,add,tray,5
Drop the salt completely.,remove,salt,1
I don’t want the match anymore.,remove,match,1
I don't need 7 spoon anymore.,remove,spoon,7
Give me 7 milk.,add,milk,7
Please add 1 raincoat.,add,raincoat,1
I'd like to get 6 earring.,add,earring,6
I need 6 curtain added.,add,curtain,6
Take out the pillowcase.,remove,pillowcase,1
Add 7 mat to the list.,add,mat,7
I'd like to get 4 mattress.,add,mattress,4
Cancel 8 cap.,remove,cap,8
"Grab me 2 bucket, please.",add,bucket,2
I need 6 water added.,add,water,6
Please pull out 6 umbrella.,remove,umbrella,6
Drop the eggs completely.,remove,eggs,1
Could you toss 9 sugar into the cart?,add,sugar,9
Please add 8 heater.,add,heater,8
Put 9 toaster in my cart.,add,toaster,9
Please pull out 2 pan.,remove,pan,2
Delete 9 curtain from the cart.,remove,curtain,9
Give me 3 bottle.,add,bottle,3
Give me 6 lemonade.,add,lemonade,6
Could you toss 2 handbag into the cart?,add,handbag,2
Take 1 sofa off my list.,remove,sofa,1
Remove 8 honey from the basket.,remove,honey,8
Take 8 table off my list.,remove,table,8
"I changed my mind about those handbag, take 4 out.",remove,handbag,4
Get rid of 3 jacket from my order.,remove,jacket,3
Can you take out 5 coffee?,remove,coffee,5
"Nix 3 sugar, please.",remove,sugar,3
"Nix 7 blanket, please.",remove,blanket,7
I need 10 beanie added.,add,beanie,10
"I changed my mind about those cheese, take 6 out.",remove,cheese,6
Please pull out 1 towel.,remove,towel,1
Could you toss 8 plate into the cart?,add,plate,8
Pop 10 match into my shopping bag.,add,match,10
Take 7 lemonade off my list.,remove,lemonade,7
Let’s drop 10 blender.,remove,blender,10
Take out the mittens.,remove,mittens,1
Can you take out 1 pajamas?,remove,pajamas,1
I'd like to get 7 clock.,add,clock,7
Let’s add 6 beanie to the basket.,add,beanie,6
Add 8 hat to the list.,add,hat,8
I don't need 9 corn anymore.,remove,corn,9
Could you toss 1 mittens into the cart?,add,mittens,1
Wipe out the brush.,remove,brush,1
Include 8 plate with my order.,add,plate,8
Let’s add 7 raincoat to the basket.,add,raincoat,7
I don't need 6 beans anymore.,remove,beans,6
I want to buy 9 cookies.,add,cookies,9
Let’s add 3 mittens to the basket.,add,mittens,3
"Nix 4 sunglasses, please.",remove,sunglasses,4
I need 7 battery added.,add,battery,7
Put 9 tie in my cart.,add,tie,9
Cancel 4 blazer.,remove,blazer,4
Add 6 mirror to the list.,add,mirror,6
Please add 10 mug.,add,mug,10
Remove 1 sneakers from the basket.,remove,sneakers,1
Forget about the eggs.,remove,eggs,1
Put 2 cap in my cart.,add,cap,2
Drop 9 fan.,remove,fan,9
Could you toss 5 raincoat into the cart?,add,raincoat,5
Could you toss 3 water into the cart?,add,water,3
Remove the blanket.,remove,blanket,1
"Grab me 1 brush, please.",add,brush,1
Can you take out 9 conditioner?,remove,conditioner,9
Please pull out 5 pan.,remove,pan,5
Add 3 pork to the list.,add,pork,3
"I changed my mind about those plate, take 1 out.",remove,plate,1
Could you toss 6 skirt into the cart?,add,skirt,6
Could you toss 10 pasta into the cart?,add,pasta,10
Make that 3 salmon.,add,salmon,3
Give me 2 wine.,add,wine,2
Forget about the clock.,remove,clock,1
Let’s add 3 backpack to the basket.,add,backpack,3
Put 1 broom in my cart.,add,broom,1
Make that 2 vinegar.,add,vinegar,2
Make that 6 watch.,add,watch,6
Cancel 2 jeans.,remove,jeans,2
"Grab me 4 garlic, please.",add,garlic,4
Let’s drop 6 hat.,remove,hat,6
Pop 4 pan into my shopping bag.,add,pan,4
I want to buy 5 skirt.,add,skirt,5
"I changed my mind about those pan, take 5 out.",remove,pan,5
Give me 4 hat.,add,hat,4
Drop 3 duvet.,remove,duvet,3
Please add 8 leggings.,add,leggings,8
Put 10 shelf in my cart.,add,shelf,10
Drop 10 handbag.,remove,handbag,10
I need 7 ginger added.,add,ginger,7
Remove 9 gown.,remove,gown,9
"Nix 4 slippers, please.",remove,slippers,4
Remove 7 fan from the basket.,remove,fan,7
Please add 7 sandals.,add,sandals,7
"Nix 4 soda, please.",remove,soda,4
Drop 4 oranges.,remove,oranges,4
Give me 8 pajamas.,add,pajamas,8
"Grab me 10 corn, please.",add,corn,10
Put 10 sandals in my cart.,add,sandals,10
Can you take out 2 curtain?,remove,curtain,2
Delete 3 toaster from the cart.,remove,toaster,3
Put 10 floss in my cart.,add,floss,10
Remove 7 chicken from the basket.,remove,chicken,7
Let’s add 3 fish to the basket.,add,fish,3
Get rid of the glasses.,remove,glasses,1
Cancel 5 table.,remove,table,5
Cancel the pillowcase.,remove,pillowcase,1
"Nix 5 brush, please.",remove,brush,5
Pop 5 salt into my shopping bag.,add,salt,5
Get rid of 6 apples from my order.,remove,apples,6
Remove 7 honey.,remove,honey,7
Let’s add 2 floss to the basket.,add,floss,2
I want to buy 4 glass.,add,glass,4
Remove the napkin.,remove,napkin,1
Let’s add 2 tray to the basket.,add,tray,2
Include 4 pillow with my order.,add,pillow,4
"Nix 5 toaster, please.",remove,toaster,5
Drop 8 sponge.,remove,sponge,8
"I changed my mind about those beans, take 2 out.",remove,beans,2
I need 10 lemonade added.,add,lemonade,10
"Grab me 3 suitcase, please.",add,suitcase,3
I want to buy 4 sunglasses.,add,sunglasses,4
I want to buy 1 yogurt.,add,yogurt,1
Could you toss 6 eggs into the cart?,add,eggs,6
Can you take out 10 oranges?,remove,oranges,10
Throw in 7 pretzels for me.,add,pretzels,7
Take 8 candy off my list.,remove,candy,8
"Grab me 6 lettuce, please.",add,lettuce,6
Delete 4 pan from the cart.,remove,pan,4
Let’s add 9 bulb to the basket.,add,bulb,9
Let’s add 7 cabinet to the basket.,add,cabinet,7
Cancel 1 gown.,remove,gown,1
"I changed my mind about those beef, take 5 out.",remove,beef,5
Could you toss 9 blanket into the cart?,add,blanket,9
I want to buy 8 pretzels.,add,pretzels,8
"Grab me 6 cheese, please.",add,cheese,6
Drop 8 cereal.,remove,cereal,8
Take 3 chicken off my list.,remove,chicken,3
I want to buy 3 shelf.,add,shelf,3
I need 6 table added.,add,table,6
"Nix 1 trousers, please.",remove,trousers,1
Could you toss 10 raincoat into the cart?,add,raincoat,10
I need 2 shampoo added.,add,shampoo,2
Drop 2 heater.,remove,heater,2
I want to buy 8 boots.,add,boots,8
Add 3 skirt to the list.,add,skirt,3
Make that 2 cheese.,add,cheese,2
"I changed my mind about those handbag, take 9 out.",remove,handbag,9
"I changed my mind about those spaghetti, take 5 out.",remove,spaghetti,5
Take 10 steak off my list.,remove,steak,10
Remove 6 ring from the basket.,remove,ring,6
I need 2 cauliflower added.,add,cauliflower,2
Wipe out the lime.,remove,lime,1
Cancel 7 soda.,remove,soda,7
I need 4 blender added.,add,blender,4
Take 10 vinegar off my list.,remove,vinegar,10
Let’s add 2 shoes to the basket.,add,shoes,2
Remove 4 mattress.,remove,mattress,4
Please pull out 3 grapes.,remove,grapes,3
Can you take out 7 skillet?,remove,skillet,7
Get rid of the bulb.,remove,bulb,1
Get rid of 3 necklace from my order.,remove,necklace,3
Let’s add 7 tray to the basket.,add,tray,7
Could you toss 5 blender into the cart?,add,blender,5
Drop 9 broccoli.,remove,broccoli,9
Could you toss 8 fan into the cart?,add,fan,8
Delete 9 yogurt from the cart.,remove,yogurt,9
Let’s add 8 clock to the basket.,add,clock,8
I need 3 pepper added.,add,pepper,3
I don't need 4 bread anymore.,remove,bread,4
Cancel 10 milk.,remove,milk,10
Add 8 shampoo to the list.,add,shampoo,8
Cancel 6 candy.,remove,candy,6
I want to buy 9 ginger.,add,ginger,9
I'd like to get 3 shrimp.,add,shrimp,3
Please add 1 broom.,add,broom,1
I need 4 shampoo added.,add,shampoo,4
I don't need 3 heels anymore.,remove,heels,3
Wipe out the yogurt.,remove,yogurt,1
Please pull out 8 sneakers.,remove,sneakers,8
Can you take out 1 bread?,remove,bread,1
Give me 2 suitcase.,add,suitcase,2
Cancel the handbag.,remove,handbag,1
Throw in 3 gown for me.,add,gown,3
Remove the mop.,remove,mop,1
Make that 10 honey.,add,honey,10
I don’t want the drawer anymore.,remove,drawer,1
Add 2 candy to the list.,add,candy,2
Please pull out 7 jeans.,remove,jeans,7
Please add 2 lime.,add,lime,2
I need 4 lighter added.,add,lighter,4
Forget about the beer.,remove,beer,1
"I changed my mind about those robe, take 6 out.",remove,robe,6
Please pull out 5 blender.,remove,blender,5
I want the cup gone.,remove,cup,1
I need 2 ring added.,add,ring,2
Remove 6 boots from the basket.,remove,boots,6
Remove 6 blind.,remove,blind,6
Pop 6 jacket into my shopping bag.,add,jacket,6
Please pull out 8 fan.,remove,fan,8
Pop 7 razor into my shopping bag.,add,razor,7
I don't need 3 toothpaste anymore.,remove,toothpaste,3
Please pull out 9 tuna.,remove,tuna,9
I don’t want the garlic anymore.,remove,garlic,1
Put 3 tea in my cart.,add,tea,3
"I changed my mind about those shorts, take 10 out.",remove,shorts,10
Put 6 jelly in my cart.,add,jelly,6
"Grab me 6 tuna, please.",add,tuna,6
I'd like to get 1 sponge.,add,sponge,1
"I changed my mind about those cauliflower, take 10 out.",remove,cauliflower,10
Throw in 6 flour for me.,add,flour,6
Remove 1 curtain.,remove,curtain,1
Can you take out 4 vase?,remove,vase,4
"Grab me 4 bulb, please.",add,bulb,4
Can you take out 8 clock?,remove,clock,8
Delete 6 sponge from the cart.,remove,sponge,6
Please pull out 7 lighter.,remove,lighter,7
I need 5 noodles added.,add,noodles,5
Please pull out 3 scarf.,remove,scarf,3
Delete 3 jam from the cart.,remove,jam,3
Wipe out the pretzels.,remove,pretzels,1
Drop 8 blouse.,remove,blouse,8
Take out the raincoat.,remove,raincoat,1
I don’t want the pepper anymore.,remove,pepper,1
Eliminate the pillow from my cart.,remove,pillow,1
Take 2 sandals off my list.,remove,sandals,2
Pop 4 cauliflower into my shopping bag.,add,cauliflower,4
"Grab me 3 milk, please.",add,milk,3
I want to buy 6 corn.,add,corn,6
Remove 3 belt.,remove,belt,3
Please add 10 noodles.,add,noodles,10
"I changed my mind about those water, take 10 out.",remove,water,10
I want to buy 9 slippers.,add,slippers,9
I don't need 2 chips anymore.,remove,chips,2
Remove 1 raincoat from the basket.,remove,raincoat,1
I don't need 6 shorts anymore.,remove,shorts,6
Put 6 suitcase in my cart.,add,suitcase,6
Get rid of the toothpaste.,remove,toothpaste,1
Give me 9 conditioner.,add,conditioner,9
Put 9 pan in my cart.,add,pan,9
Remove 3 fish.,remove,fish,3
"Grab me 10 watch, please.",add,watch,10
Wipe out the milk.,remove,milk,1
Pop 3 ginger into my shopping bag.,add,ginger,3
Remove 9 beanie from the basket.,remove,beanie,9
Remove 7 pasta from the basket.,remove,pasta,7
Add 8 beanie to the list.,add,beanie,8
Make that 10 wine.,add,wine,10
Could you toss 7 oranges into the cart?,add,oranges,7
Pop 3 cauliflower into my shopping bag.,add,cauliflower,3
Get rid of 1 backpack from my order.,remove,backpack,1
I need 2 bulb added.,add,bulb,2
Give me 6 cabinet.,add,cabinet,6
Include 4 rice with my order.,add,rice,4
Could you toss 9 chair into the cart?,add,chair,9
I want to buy 5 watch.,add,watch,5
Get rid of 10 shorts from my order.,remove,shorts,10
Cancel 2 broom.,remove,broom,2
"I changed my mind about those pretzels, take 1 out.",remove,pretzels,1
I'd like to get 10 floss.,add,floss,10
Make that 9 pitcher.,add,pitcher,9
Add 8 blender to the list.,add,blender,8
Include 5 wallet with my order.,add,wallet,5
"I changed my mind about those jeans, take 3 out.",remove,jeans,3
Pop 9 vest into my shopping bag.,add,vest,9
Make that 4 mop.,add,mop,4
Add 7 earring to the list.,add,earring,7
Forget about the blazer.,remove,blazer,1
I don't need 2 shoes anymore.,remove,shoes,2
Give me 6 glass.,add,glass,6
Put 8 desk in my cart.,add,desk,8
I want to buy 2 glass.,add,glass,2
Drop 1 pretzels.,remove,pretzels,1
Include 7 toaster with my order.,add,toaster,7
Please pull out 10 boots.,remove,boots,10
Let’s add 4 salmon to the basket.,add,salmon,4
"I changed my mind about those skirt, take 9 out.",remove,skirt,9
Can you take out 9 sugar?,remove,sugar,9
"Grab me 6 fan, please.",add,fan,6
Please add 2 cap.,add,cap,2
I need 9 match added.,add,match,9
Get rid of 10 jeans from my order.,remove,jeans,10
Get rid of the shorts.,remove,shorts,1
Remove the sweater.,remove,sweater,1
Remove 10 blouse.,remove,blouse,10
Get rid of 9 nuts from my order.,remove,nuts,9
Can you take out 8 glasses?,remove,glasses,8
I don't need 4 eggs anymore.,remove,eggs,4
I want to buy 7 yogurt.,add,yogurt,7
"Grab me 2 vinegar, please.",add,vinegar,2
Cancel 5 crackers.,remove,crackers,5
Get rid of 5 bananas from my order.,remove,bananas,5
Delete 5 mittens from the cart.,remove,mittens,5
Include 4 mirror with my order.,add,mirror,4
Please pull out 10 knife.,remove,knife,10
Remove the toaster.,remove,toaster,1
Take out the razor.,remove,razor,1
Please pull out 7 suitcase.,remove,suitcase,7
I want the eggs gone.,remove,eggs,1
Let’s add 6 corn to the basket.,add,corn,6
Pop 1 fan into my shopping bag.,add,fan,1
